"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"28179-55940","WR","Chad","Chad Hansen","Hansen","2.316666603088379","6","4500","NE@JAC","NE","JAC","","","","",""
"28179-27273","RB","Andy","Andy Janovich","Janovich","1.4111110899183485","9","4500","OAK@DEN","DEN","OAK","","","","",""
"28179-33424","WR","Mose","Mose Frazier","Frazier","0","0","4500","CAR@ATL","CAR","ATL","","","","",""
"28179-56977","WR","Simmie","Simmie Cobbs Jr.","Cobbs Jr.","0","0","4500","IND@WAS","WAS","IND","","","","",""
"28179-40602","WR","Kermit","Kermit Whitfield","Whitfield","0","0","4500","BAL@CIN","CIN","BAL","","","","",""
"28179-52897","RB","Darrel","Darrel Williams","Williams","0","0","4500","KC@PIT","KC","PIT","","","","",""
"28179-80546","TE","Dan","Dan Arnold","Arnold","0","0","4500","CLE@NO","NO","CLE","","","","",""
"28179-40612","WR","Bobo","Bobo Wilson","Wilson","3.0333334604899087","3","4500","PHI@TB","TB","PHI","","","","",""
"28179-47780","WR","Taywan","Taywan Taylor","Taylor","0","1","4500","HOU@TEN","TEN","HOU","","","","",""
"28179-52902","WR","Trey","Trey Quinn","Quinn","0","1","4500","IND@WAS","WAS","IND","Q","Ankle","","",""
"28179-29351","WR","De'Anthony","De'Anthony Thomas","Thomas","6.599999904632568","1","4500","KC@PIT","KC","PIT","","","","",""
"28179-84648","WR","Josh","Josh Crockett","Crockett","0","0","4500","KC@PIT","KC","PIT","","","","",""
"28179-7856","WR","Matthew","Matthew Slater","Slater","0","0","4500","NE@JAC","NE","JAC","","","","",""
"28179-52916","WR","Russell","Russell Gage","Gage","0","0","4500","CAR@ATL","ATL","CAR","","","","",""
"28179-52917","WR","D.J.","D.J. Chark Jr.","Chark Jr.","0","0","4500","NE@JAC","JAC","NE","","","","",""
"28179-58041","RB","Mike","Mike Boone","Boone","0","0","4500","MIN@GB","MIN","GB","","","","",""
"28179-71359","WR","Javon","Javon Wims","Wims","0","0","4500","SEA@CHI","CHI","SEA","","","","",""
"28179-30403","WR","Chris","Chris Conley","Conley","2","1","4500","KC@PIT","KC","PIT","","","","",""
"28179-70341","WR","Moritz","Moritz Boehringer","Boehringer","0","0","4500","BAL@CIN","CIN","BAL","","","","",""
"28179-40647","WR","Marquez","Marquez Valdes-Scantling","Valdes-Scantling","0","1","4500","MIN@GB","GB","MIN","","","","",""
"28179-80584","WR","Lance","Lance Lenoir","Lenoir","0","0","4500","NYG@DAL","DAL","NYG","","","","",""
"28179-81616","WR","Rashard","Rashard Davis","Davis","0","0","4500","PHI@TB","PHI","TB","","","","",""
"28179-6870","TE","Vernon","Vernon Davis","Davis","1.399999976158142","1","4500","IND@WAS","WAS","IND","","","","",""
"28179-45791","WR","Rashard","Rashard Higgins","Higgins","4.300000190734863","1","4500","CLE@NO","CLE","NO","","","","",""
"28179-38624","RB","T.J.","T.J. Logan","Logan","0","0","4500","ARI@LAR","ARI","LAR","Q","Ankle","","",""
"28179-39649","RB","Benny","Benny Cunningham","Cunningham","0","1","4500","SEA@CHI","CHI","SEA","","","","",""
"28179-40674","WR","Jester","Jester Weah","Weah","0","0","4500","HOU@TEN","HOU","TEN","","","","",""
"28179-57064","RB","Ryan","Ryan Nall","Nall","0","0","4500","SEA@CHI","CHI","SEA","","","","",""
"28179-38634","WR","Ryan","Ryan Switzer","Switzer","0.800000011920929","1","4500","KC@PIT","PIT","KC","","","","",""
"28179-44784","RB","Darius","Darius Jackson","Jackson","0","0","4500","MIN@GB","GB","MIN","","","","",""
"28179-64242","WR","Keke","Keke Coutee","Coutee","0","0","4500","HOU@TEN","HOU","TEN","Q","Hamstring","","",""
"28179-56051","WR","Caleb","Caleb Scott","Scott","0","0","4500","SEA@CHI","SEA","CHI","","","","",""
"28179-54010","RB","Brian","Brian Hill","Hill","2.7666667302449546","3","4500","CAR@ATL","ATL","CAR","","","","",""
"28179-56059","WR","Trent","Trent Sherfield","Sherfield","0","0","4500","ARI@LAR","ARI","LAR","","","","",""
"28179-56064","RB","Bo","Bo Scarbrough","Scarbrough","0","0","4500","NYG@DAL","DAL","NYG","","","","",""
"28179-57091","WR","Tim","Tim Patrick","Patrick","0","1","4500","OAK@DEN","DEN","OAK","","","","",""
"28179-45835","WR","Da'Mari","Da'Mari Scott","Scott","0","0","4500","CLE@NO","CLE","NO","","","","",""
"28179-41741","WR","DaeSean","DaeSean Hamilton","Hamilton","0","0","4500","OAK@DEN","DEN","OAK","","","","",""
"28179-33552","WR","TJ","TJ Jones","Jones","1.100000023841858","1","4500","DET@SF","DET","SF","","","","",""
"28179-29466","RB","Ricky","Ricky Ortiz","Ortiz","0","0","4500","CAR@ATL","ATL","CAR","","","","",""
"28179-31524","WR","Cody","Cody Core","Core","0","2","4500","BAL@CIN","CIN","BAL","Q","Back","","",""
"28179-82731","WR","Brandon","Brandon Zylstra","Zylstra","0","0","4500","MIN@GB","MIN","GB","","","","",""
"28179-28463","WR","Austin","Austin Carr","Carr","3","1","4500","CLE@NO","NO","CLE","","","","",""
"28179-27441","RB","Damien","Damien Williams","Williams","0","1","4500","KC@PIT","KC","PIT","","","","",""
"28179-43826","WR","Tommylee","Tommylee Lewis","Lewis","0","1","4500","CLE@NO","NO","CLE","","","","",""
"28179-70454","WR","Jace","Jace Billingsley","Billingsley","0","0","4500","NE@JAC","NE","JAC","","","","",""
"28179-29500","WR","Markus","Markus Wheaton","Wheaton","0.9428571292332241","7","4500","PHI@TB","PHI","TB","","","","",""
"28179-22336","WR","Josh","Josh Bellamy","Bellamy","6.244444529215495","9","4500","SEA@CHI","CHI","SEA","","","","",""
"28179-55113","RB","Shaun","Shaun Wilson","Wilson","0.6000000238418579","1","4500","PHI@TB","TB","PHI","","","","",""
"28179-64339","WR","Auden","Auden Tate","Tate","0","0","4500","BAL@CIN","CIN","BAL","","","","",""
"28179-26458","WR","Tavon","Tavon Austin","Austin","0.10000000149011612","1","4500","NYG@DAL","DAL","NYG","","","","",""
"28179-58202","RB","Ryan","Ryan Yurachek","Yurachek","0","0","4500","OAK@DEN","OAK","DEN","","","","",""
"28179-44893","RB","Roosevelt","Roosevelt Nix","Nix","3.4000000953674316","4","4500","KC@PIT","PIT","KC","","","","",""
"28179-43870","RB","Joel","Joel Bouagnon","Bouagnon","0","0","4500","MIN@GB","GB","MIN","","","","",""
"28179-70501","RB","C.J.","C.J. Ham","Ham","0","1","4500","MIN@GB","MIN","GB","","","","",""
"28179-32613","RB","DeAndre","DeAndre Washington","Washington","4.533333333333333","15","4500","OAK@DEN","OAK","DEN","Q","Knee","","",""
"28179-53097","WR","Josh","Josh Reynolds","Reynolds","2.737499952316284","8","4500","ARI@LAR","LAR","ARI","","","","",""
"28179-32632","WR","Bradley","Bradley Marquez","Marquez","0","0","4500","DET@SF","DET","SF","","","","",""
"28179-55165","RB","Justin","Justin Jackson","Jackson","0","0","4500","LAC@BUF","LAC","BUF","","","","",""
"28179-63360","WR","Antonio","Antonio Callaway","Callaway","0","1","4500","CLE@NO","CLE","NO","","","","",""
"28179-41857","RB","Dalyn","Dalyn Dawkins","Dawkins","0","0","4500","HOU@TEN","TEN","HOU","","","","",""
"28179-43912","WR","Chad","Chad Beebe","Beebe","0","0","4500","MIN@GB","MIN","GB","","","","",""
"28179-45964","WR","Marcus","Marcus Kemp","Kemp","0","0","4500","KC@PIT","KC","PIT","","","","",""
"28179-40866","WR","J'Mon","J'Mon Moore","Moore","0","0","4500","MIN@GB","GB","MIN","","","","",""
"28179-25513","WR","Darius","Darius Jennings","Jennings","6","1","4500","HOU@TEN","TEN","HOU","","","","",""
"28179-34729","RB","Dwayne","Dwayne Washington","Washington","1.3600000381469726","5","4500","CLE@NO","NO","CLE","","","","",""
"28179-56233","WR","Steve","Steve Ishmael","Ishmael","0","0","4500","IND@WAS","IND","WAS","","","","",""
"28179-30635","RB","Mike","Mike Davis","Davis","7.433333079020183","6","4500","SEA@CHI","SEA","CHI","","","","",""
"28179-45997","WR","Keith","Keith Kirkwood","Kirkwood","0","0","4500","CLE@NO","NO","CLE","","","","",""
"28179-29624","RB","Tre","Tre Madden","Madden","1.2000000476837158","1","4500","SEA@CHI","SEA","CHI","","","","",""
"28179-55224","RB","Reggie","Reggie Bonnafon","Bonnafon","0","0","4500","CAR@ATL","CAR","ATL","","","","",""
"28179-43961","RB","Tyler","Tyler Ervin","Ervin","1.7000000476837158","1","4500","HOU@TEN","HOU","TEN","","","","",""
"28179-14268","RB","Stevan","Stevan Ridley","Ridley","8.399999618530273","2","4500","KC@PIT","PIT","KC","","","","",""
"28179-30652","WR","Tanner","Tanner McEvoy","McEvoy","1.5428571701049805","7","4500","MIA@NYJ","MIA","NYJ","","","","",""
"28179-32703","WR","Jakeem","Jakeem Grant","Grant","12.300000190734863","1","4500","MIA@NYJ","MIA","NYJ","","","","",""
"28179-43973","RB","Keith","Keith Smith","Smith","1.274999976158142","4","4500","OAK@DEN","OAK","DEN","","","","",""
"28179-57299","TE","Gerald","Gerald Everett","Everett","3.361538520226112","13","4500","ARI@LAR","LAR","ARI","","","","",""
"28179-30678","WR","Damiere","Damiere Byrd","Byrd","0","1","4500","CAR@ATL","CAR","ATL","","","","",""
"28179-55257","WR","Steven","Steven Dunbar","Dunbar","0","0","4500","DET@SF","SF","DET","","","","",""
"28179-30684","RB","Brandon","Brandon Wilds","Wilds","0","0","4500","NE@JAC","JAC","NE","","","","",""
"28179-40927","RB","David","David Williams","Williams","0","0","4500","OAK@DEN","DEN","OAK","","","","",""
"28179-40932","WR","Pharoh","Pharoh Cooper","Cooper","0","1","4500","ARI@LAR","LAR","ARI","Q","Ankle","","",""
"28179-33766","RB","Rob","Rob Kelley","Kelley","0.699999988079071","1","4500","IND@WAS","WAS","IND","","","","",""
"28179-14319","RB","Taiwan","Taiwan Jones","Jones","0.800000011920929","2","4500","LAC@BUF","BUF","LAC","","","","",""
"28179-40948","RB","Ralph","Ralph Webb","Webb","0","0","4500","NE@JAC","NE","JAC","","","","",""
"28179-14327","RB","Anthony","Anthony Sherman","Sherman","10.100000381469727","1","4500","KC@PIT","KC","PIT","","","","",""
"28179-63479","RB","John","John Kelly","Kelly","0","0","4500","ARI@LAR","LAR","ARI","","","","",""
"28179-62510","TE","Nick","Nick Boyle","Boyle","5.5","1","4400","BAL@CIN","BAL","CIN","","","","",""
"28179-11431","TE","Jermaine","Jermaine Gresham","Gresham","4.335714340209961","14","4400","ARI@LAR","ARI","LAR","Q","Achilles","","",""
"28179-12540","D","Minnesota","Minnesota Vikings","Vikings","18","1","4400","MIN@GB","MIN","GB","","","","",""
"28179-12545","D","Philadelphia","Philadelphia Eagles","Eagles","10","1","4400","PHI@TB","PHI","TB","","","","",""
"28179-12548","D","Los Angeles","Los Angeles Chargers","Chargers","0","1","4400","LAC@BUF","LAC","BUF","","","","",""
"28179-39305","TE","A.J.","A.J. Derby","Derby","4.081818320534446","11","4400","MIA@NYJ","MIA","NYJ","","","","",""
"28179-15838","TE","Erik","Erik Swoope","Swoope","1.7999999523162842","1","4400","IND@WAS","IND","WAS","","","","",""
"28179-22004","TE","Dwayne","Dwayne Allen","Allen","1.6333333651224773","12","4400","NE@JAC","NE","JAC","","","","",""
"28179-70335","TE","Seth","Seth DeValve","DeValve","3.75","16","4400","CLE@NO","CLE","NO","","","","",""
"28179-26355","TE","Logan","Logan Thomas","Thomas","2.9000000953674316","1","4400","LAC@BUF","BUF","LAC","","","","",""
"28179-28487","TE","Jeff","Jeff Heuerman","Heuerman","2","1","4400","OAK@DEN","DEN","OAK","","","","",""
"28179-39814","TE","Jordan","Jordan Leggett","Leggett","0","0","4400","MIA@NYJ","NYJ","MIA","","","","",""
"28179-29725","TE","Levine","Levine Toilolo","Toilolo","1.2000000476837158","1","4300","DET@SF","DET","SF","","","","",""
"28179-14394","TE","Virgil","Virgil Green","Green","3.0999999046325684","1","4300","LAC@BUF","LAC","BUF","","","","",""
"28179-12528","D","Cincinnati","Cincinnati Bengals","Bengals","12","1","4300","BAL@CIN","CIN","BAL","","","","",""
"28179-12554","D","Jacksonville","Jacksonville Jaguars","Jaguars","13","1","4300","NE@JAC","JAC","NE","","","","",""
"28179-38301","TE","Darren","Darren Fells","Fells","1.7000000476837158","1","4300","CLE@NO","CLE","NO","","","","",""
"28179-31207","TE","C.J.","C.J. Uzomah","Uzomah","0.8999999761581421","1","4300","BAL@CIN","CIN","BAL","","","","",""
"28179-28144","TE","Dion","Dion Sims","Sims","1.899999976158142","1","4300","SEA@CHI","CHI","SEA","","","","",""
"28179-28346","TE","Maxx","Maxx Williams","Williams","4.699999809265137","1","4300","BAL@CIN","BAL","CIN","","","","",""
"28179-28570","TE","Nick","Nick Vannett","Vannett","1.600000023841858","1","4300","SEA@CHI","SEA","CHI","","","","",""
"28179-14240","TE","Lance","Lance Kendricks","Kendricks","1.7999999523162842","1","4300","MIN@GB","GB","MIN","","","","",""
"28179-14355","TE","Niles","Niles Paul","Paul","0","1","4200","NE@JAC","JAC","NE","","","","",""
"28179-12541","D","New England","New England Patriots","Patriots","8","1","4200","NE@JAC","NE","JAC","","","","",""
"28179-45335","TE","Michael","Michael Roberts","Roberts","1.3199999809265137","5","4200","DET@SF","DET","SF","","","","",""
"28179-48482","TE","David","David Morgan","Morgan","1.399999976158142","1","4200","MIN@GB","MIN","GB","","","","",""
"28179-29277","TE","Stephen","Stephen Anderson","Anderson","3.7642857687813893","14","4200","NE@JAC","NE","JAC","","","","",""
"28179-47870","TE","Tyler","Tyler Higbee","Higbee","3.4285714285714284","14","4200","ARI@LAR","LAR","ARI","","","","",""
"28179-19342","TE","Demetrius","Demetrius Harris","Harris","2.8769231942983775","13","4200","KC@PIT","KC","PIT","","","","",""
"28179-29592","TE","Xavier","Xavier Grimble","Grimble","1.6714285441807337","7","4200","KC@PIT","PIT","KC","","","","",""
"28179-48116","TE","Jonnu","Jonnu Smith","Smith","1.7000000476837158","1","4200","HOU@TEN","TEN","HOU","","","","",""
"28179-60451","TE","Tyler","Tyler Conklin","Conklin","1.100000023841858","1","4100","MIN@GB","MIN","GB","","","","",""
"28179-12532","D","Detroit","Detroit Lions","Lions","8","1","4100","DET@SF","DET","SF","","","","",""
"28179-12550","D","Seattle","Seattle Seahawks","Seahawks","7","1","4100","SEA@CHI","SEA","CHI","","","","",""
"28179-12553","D","Carolina","Carolina Panthers","Panthers","12","1","4100","CAR@ATL","CAR","ATL","","","","",""
"28179-22920","TE","Derek","Derek Carrier","Carrier","3","1","4100","OAK@DEN","OAK","DEN","","","","",""
"28179-22065","TE","Rhett","Rhett Ellison","Ellison","2.0999999046325684","1","4100","NYG@DAL","NYG","DAL","","","","",""
"28179-39492","TE","Josh","Josh Hill","Hill","2","1","4100","CLE@NO","NO","CLE","","","","",""
"28179-18009","TE","Chris","Chris Manhertz","Manhertz","0.9000000158945719","3","4100","CAR@ATL","CAR","ATL","","","","",""
"28179-12055","TE","Logan","Logan Paulsen","Paulsen","0","2","4100","CAR@ATL","ATL","CAR","","","","",""
"28179-14348","TE","Lee","Lee Smith","Smith","1.933333396911621","6","4000","OAK@DEN","OAK","DEN","","","","",""
"28179-27672","TE","Matt","Matt LaCosse","LaCosse","0","1","4000","OAK@DEN","DEN","OAK","","","","",""
"28179-55336","TE","Chris","Chris Herndon","Herndon","0","0","4000","MIA@NYJ","NYJ","MIA","","","","",""
"28179-62508","TE","James","James O'Shaughnessy","O'Shaughnessy","0","1","4000","NE@JAC","JAC","NE","","","","",""
"28179-62515","TE","Neal","Neal Sterling","Sterling","4.199999809265137","1","4000","MIA@NYJ","NYJ","MIA","","","","",""
"28179-42046","TE","Durham","Durham Smythe","Smythe","0","0","4000","MIA@NYJ","MIA","NYJ","","","","",""
"28179-30787","TE","Alex","Alex Ellis","Ellis","0","0","4000","KC@PIT","KC","PIT","","","","",""
"28179-62534","TE","Brian","Brian Parker","Parker","0","0","4000","OAK@DEN","DEN","OAK","","","","",""
"28179-30800","TE","Jason","Jason Croom","Croom","2.799999952316284","1","4000","LAC@BUF","BUF","LAC","","","","",""
"28179-29805","TE","Ryan","Ryan Hewitt","Hewitt","1.600000023841858","2","4000","IND@WAS","IND","WAS","","","","",""
"28179-79980","TE","Eric","Eric Saubert","Saubert","0","1","4000","CAR@ATL","ATL","CAR","","","","",""
"28179-83074","TE","Dallas","Dallas Goedert","Goedert","0.8999999761581421","1","4000","PHI@TB","PHI","TB","","","","",""
"28179-28807","TE","Gabe","Gabe Holmes","Holmes","0","1","4000","ARI@LAR","ARI","LAR","","","","",""
"28179-80011","TE","Antony","Antony Auclair","Auclair","1.75","2","4000","PHI@TB","TB","PHI","","","","",""
"28179-62617","TE","Khari","Khari Lee","Lee","0","0","4000","LAC@BUF","BUF","LAC","","","","",""
"28179-62633","TE","Matt","Matt Lengel","Lengel","0","0","4000","HOU@TEN","HOU","TEN","","","","",""
"28179-83117","TE","Tanner","Tanner Hudson","Hudson","0","0","4000","PHI@TB","TB","PHI","","","","",""
"28179-32957","TE","Eric","Eric Tomlinson","Tomlinson","1.2000000476837158","1","4000","MIA@NYJ","NYJ","MIA","","","","",""
"28179-83138","TE","Ross","Ross Dwelley","Dwelley","0","0","4000","DET@SF","SF","DET","","","","",""
"28179-52436","TE","Mark","Mark Andrews","Andrews","4.599999904632568","1","4000","BAL@CIN","BAL","CIN","","","","",""
"28179-57556","TE","Jerome","Jerome Cunningham","Cunningham","0","0","4000","HOU@TEN","TEN","HOU","","","","",""
"28179-12534","D","Tennessee","Tennessee Titans","Titans","11","1","4000","HOU@TEN","TEN","HOU","","","","",""
"28179-41210","TE","Matt","Matt Flanagan","Flanagan","0","0","4000","IND@WAS","WAS","IND","","","","",""
"28179-12542","D","New Orleans","New Orleans Saints","Saints","-4","1","4000","CLE@NO","NO","CLE","","","","",""
"28179-62718","TE","Daniel","Daniel Brown","Brown","2.424999952316284","8","4000","SEA@CHI","CHI","SEA","Q","Shoulder","","",""
"28179-83202","TE","Christian","Christian Scotland-Williamson","Scotland-Williamson","0","0","4000","KC@PIT","PIT","KC","","","","",""
"28179-29956","TE","Joshua","Joshua Perkins","Perkins","0","0","4000","PHI@TB","PHI","TB","","","","",""
"28179-27918","TE","Henry","Henry Krieger-Coble","Krieger-Coble","0","0","4000","ARI@LAR","LAR","ARI","","","","",""
"28179-83253","TE","Paul","Paul Butler","Butler","0","0","4000","OAK@DEN","OAK","DEN","","","","",""
"28179-25957","TE","J.P.","J.P. Holtz","Holtz","0","0","4000","IND@WAS","WAS","IND","","","","",""
"28179-45472","TE","Garrett","Garrett Griffin","Griffin","0.44999998807907104","2","4000","CLE@NO","NO","CLE","","","","",""
"28179-25011","TE","Darren","Darren Waller","Waller","0","0","4000","BAL@CIN","BAL","CIN","","","","",""
"28179-40371","TE","Johnny","Johnny Mundt","Mundt","0","0","4000","ARI@LAR","LAR","ARI","","","","",""
"28179-47551","TE","Mason","Mason Schreck","Schreck","0","0","4000","BAL@CIN","CIN","BAL","","","","",""
"28179-31169","TE","Jeremy","Jeremy Sprinkle","Sprinkle","2.7666667302449546","3","4000","IND@WAS","WAS","IND","","","","",""
"28179-54742","TE","Scott","Scott Simonson","Simonson","0","0","4000","NYG@DAL","NYG","DAL","","","","",""
"28179-27096","WR","Marcus","Marcus Lucas","Lucas","0","0","4000","SEA@CHI","SEA","CHI","","","","",""
"28179-84440","TE","Jaeden","Jaeden Graham","Graham","0","0","4000","CAR@ATL","ATL","CAR","","","","",""
"28179-80352","TE","Billy","Billy Brown","Brown","0","0","4000","PHI@TB","PHI","TB","","","","",""
"28179-27117","TE","Sean","Sean Culkin","Culkin","0","0","4000","LAC@BUF","LAC","BUF","","","","",""
"28179-39411","TE","Gavin","Gavin Escobar","Escobar","0","0","4000","MIA@NYJ","MIA","NYJ","","","","",""
"28179-41469","TE","Darrell","Darrell Daniels","Daniels","0.6833333174387614","6","4000","SEA@CHI","SEA","CHI","","","","",""
"28179-22051","TE","Orson","Orson Charles","Charles","3.1500000953674316","2","4000","CLE@NO","CLE","NO","","","","",""
"28179-80486","TE","Alex","Alex Gray","Gray","0","0","4000","CAR@ATL","ATL","CAR","","","","",""
"28179-38523","TE","Geoff","Geoff Swaim","Swaim","3.299999952316284","1","4000","NYG@DAL","DAL","NYG","","","","",""
"28179-33418","TE","Alan","Alan Cross","Cross","0","1","4000","PHI@TB","TB","PHI","","","","",""
"28179-47788","TE","Deon","Deon Yelder","Yelder","0","0","4000","CLE@NO","NO","CLE","","","","",""
"28179-62127","TE","Cole","Cole Hikutini","Hikutini","1.25","2","4000","MIN@GB","MIN","GB","","","","",""
"28179-70342","TE","Temarrick","Temarrick Hemingway","Hemingway","0","0","4000","ARI@LAR","LAR","ARI","","","","",""
"28179-40649","TE","Pharoah","Pharoah McKever","McKever","0","0","4000","CLE@NO","CLE","NO","","","","",""
"28179-70363","TE","Hakeem","Hakeem Valles","Valles","1","1","4000","DET@SF","DET","SF","","","","",""
"28179-71386","TE","Jordan","Jordan Thomas","Thomas","3.200000047683716","1","4000","HOU@TEN","HOU","TEN","","","","",""
"28179-54007","TE","Jacob","Jacob Hollister","Hollister","0.7444444232516818","9","4000","NE@JAC","NE","JAC","Q","Hamstring","","",""
"28179-40697","TE","Bucky","Bucky Hodges","Hodges","0","0","4000","KC@PIT","PIT","KC","","","","",""
"28179-25346","TE","David","David Grinnage","Grinnage","0","0","4000","NE@JAC","JAC","NE","","","","",""
"28179-55042","TE","Dalton","Dalton Schultz","Schultz","0","0","4000","NYG@DAL","DAL","NYG","","","","",""
"28179-70457","TE","Cole","Cole Wick","Wick","0","0","4000","DET@SF","SF","DET","","","","",""
"28179-70458","TE","Jason","Jason Vander Laan","Vander Laan","0","0","4000","CAR@ATL","CAR","ATL","","","","",""
"28179-72515","TE","Ian","Ian Thomas","Thomas","1.399999976158142","1","4000","CAR@ATL","CAR","ATL","","","","",""
"28179-70489","TE","Ben","Ben Braunecker","Braunecker","0","0","4000","SEA@CHI","CHI","SEA","","","","",""
"28179-55153","RB","Garrett","Garrett Dickerson","Dickerson","0","0","4000","NYG@DAL","NYG","DAL","","","","",""
"28179-38772","TE","Nate","Nate Wozniak","Wozniak","0","0","4000","CLE@NO","NO","CLE","","","","",""
"28179-27527","TE","Blake","Blake Jarwin","Jarwin","0","1","4000","NYG@DAL","DAL","NYG","","","","",""
"28179-43970","RB","Shane","Shane Smith","Smith","0","0","4000","NYG@DAL","NYG","DAL","","","","",""
"28179-40913","TE","Thomas","Thomas Duarte","Duarte","0","0","4000","LAC@BUF","LAC","BUF","","","","",""
"28179-24533","TE","Mo","Mo Alie-Cox","Alie-Cox","0","0","4000","IND@WAS","IND","WAS","","","","",""
"28179-43993","TE","Andrew","Andrew Vollert","Vollert","0","0","4000","ARI@LAR","ARI","LAR","","","","",""
"28179-14304","TE","Luke","Luke Stocker","Stocker","4.699999809265137","1","4000","HOU@TEN","TEN","HOU","","","","",""
"28179-57325","TE","Jordan","Jordan Franks","Franks","0","0","4000","BAL@CIN","CIN","BAL","","","","",""
"28179-57338","TE","Jordan","Jordan Akins","Akins","2.0999999046325684","1","4000","HOU@TEN","HOU","TEN","","","","",""
"28179-12533","D","Green Bay","Green Bay Packers","Packers","7","1","3900","MIN@GB","GB","MIN","","","","",""
"28179-12547","D","Pittsburgh","Pittsburgh Steelers","Steelers","11","1","3900","KC@PIT","PIT","KC","","","","",""
"28179-12535","D","Indianapolis","Indianapolis Colts","Colts","5","1","3800","IND@WAS","IND","WAS","","","","",""
"28179-12543","D","New York","New York Giants","Giants","4","1","3800","NYG@DAL","NYG","DAL","","","","",""
"28179-12546","D","Arizona","Arizona Cardinals","Cardinals","5","1","3800","ARI@LAR","ARI","LAR","","","","",""
"28179-12536","D","Kansas City","Kansas City Chiefs","Chiefs","10","1","3700","KC@PIT","KC","PIT","","","","",""
"28179-12539","D","Miami","Miami Dolphins","Dolphins","13","1","3700","MIA@NYJ","MIA","NYJ","","","","",""
"28179-12544","D","New York","New York Jets","Jets","26","1","3700","MIA@NYJ","NYJ","MIA","","","","",""
"28179-12549","D","San Francisco","San Francisco 49ers","49ers","6","1","3700","DET@SF","SF","DET","","","","",""
"28179-12552","D","Washington","Washington Redskins","Redskins","13","1","3700","IND@WAS","WAS","IND","","","","",""
"28179-12537","D","Oakland","Oakland Raiders","Raiders","1","1","3600","OAK@DEN","OAK","DEN","","","","",""
"28179-12526","D","Buffalo","Buffalo Bills","Bills","0","1","3500","LAC@BUF","BUF","LAC","","","","",""
"28179-12527","D","Chicago","Chicago Bears","Bears","14","1","3500","SEA@CHI","CHI","SEA","","","","",""
"28179-12525","D","Atlanta","Atlanta Falcons","Falcons","7","1","3400","CAR@ATL","ATL","CAR","","","","",""
"28179-12530","D","Dallas","Dallas Cowboys","Cowboys","6","1","3400","NYG@DAL","DAL","NYG","","","","",""
"28179-12551","D","Tampa Bay","Tampa Bay Buccaneers","Buccaneers","7","1","3300","PHI@TB","TB","PHI","","","","",""
"28179-12529","D","Cleveland","Cleveland Browns","Browns","16","1","3000","CLE@NO","CLE","NO","","","","",""
